150.0,150.0,100.0,0.0,42.1052631579,40.5592039801,0.0,40.2487562189,80.0,42.1052631579,40.1492537313,0.0,40.0497512438,80.0,0.0793013165829,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[94, 1, 106, 0, 0], [0, 200, 1, 0, 0], [106, 1, 94, 0, 0], [1, 0, 0, 94, 106], [0, 0, 0, 106, 95]],[8.0, 8.0, 8.0, 8.0],[12.0, 12.0, 12.0, 12.0]
100.0,150.0,100.0,100.0,42.1052631579,56.6288557214,40.5592039801,56.9154228856,57.4213509567,42.1052631579,40.3223880597,40.1492537313,43.3830845771,43.4330833395,0.0661656609551,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[79, 68, 54, 0, 0], [0, 133, 68, 0, 0], [54, 68, 79, 0, 0], [68, 0, 0, 79, 54], [0, 0, 0, 54, 147]],[8.0, 8.0, 8.0, 8.0],[12.0, 12.0, 12.0, 12.0]
233.333333333,350.0,100.0,100.0,42.1052631579,58.5393034826,56.6288557214,58.6069651741,57.4550134898,42.1052631579,40.9800995025,40.3223880597,44.2288557214,40.5999851489,0.0854255941532,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[69, 73, 59, 0, 0], [0, 127, 73, 0, 1], [59, 74, 68, 0, 0], [71, 1, 3, 68, 58], [2, 1, 1, 58, 139]],[8.0, 8.0, 8.0, 8.0],[16.0, 16.0, 20.0, 28.000000000000004]
128.571428571,450.0,100.0,100.0,42.1052631579,66.4417910448,58.5393034826,74.4278606965,70.2497462934,42.1052631579,54.0656716418,40.9800995025,61.2935323383,55.210019554,0.0594919526792,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[42, 91, 68, 0, 0], [0, 88, 91, 0, 22], [67, 113, 21, 0, 0], [30, 33, 83, 20, 35], [62, 22, 32, 35, 50]],[8.0, 8.0, 8.0, 8.0],[16.0, 16.0, 24.0, 32.0]
155.555555556,700.0,100.0,100.0,42.1052631579,68.5870646766,66.4417910448,70.2985074627,68.7621593525,42.1052631579,54.5800995025,54.0656716418,60.0497512438,55.3610059157,0.0367567611908,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[69, 70, 61, 0, 1], [0, 106, 70, 0, 25], [42, 95, 64, 0, 0], [23, 43, 72, 43, 20], [50, 25, 40, 22, 64]],[8.0, 8.0, 8.0, 8.0],[20.0, 24.0, 32.0, 36.0]
121.428571429,850.0,100.0,100.0,42.1052631579,68.2139303483,68.5870646766,69.7014925373,69.2175936239,42.1052631579,56.3711442786,54.5800995025,61.2935323383,55.9466349843,0.0347986434331,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[39, 71, 78, 0, 13], [0, 115, 72, 0, 14], [36, 83, 82, 0, 0], [41, 67, 41, 39, 13], [40, 16, 53, 38, 54]],[8.0, 8.0, 8.0, 8.0],[24.0, 28.000000000000004, 32.0, 40.0]
123.529411765,1050.0,100.0,100.0,42.1052631579,69.4029850746,68.2139303483,71.5422885572,68.8190886364,42.1052631579,56.1432835821,56.3711442786,61.9900497512,56.1991039826,0.0281126802233,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[46, 70, 59, 1, 25], [0, 109, 84, 0, 8], [42, 81, 78, 0, 0], [40, 72, 41, 26, 22], [41, 28, 51, 40, 41]],[8.0, 8.0, 8.0, 8.0],[28.000000000000004, 28.000000000000004, 36.0, 44.0]
133.333333333,1400.0,100.0,100.0,42.1052631579,67.5661691542,69.4029850746,72.4875621891,68.9779955942,42.1052631579,56.6258706468,56.1432835821,65.4726368159,56.8575035271,0.0291465893921,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[48, 50, 58, 8, 37], [1, 119, 69, 1, 11], [34, 71, 94, 0, 2], [29, 98, 45, 13, 16], [41, 35, 73, 30, 22]],[8.0, 8.0, 8.0, 8.0],[40.0, 36.0, 40.0, 52.0]
139.285714286,1950.0,100.0,100.0,42.1052631579,67.8199004975,67.5661691542,74.9253731343,67.794856563,42.1052631579,59.0676616915,56.6258706468,68.2587064677,57.9728224549,0.0297180205894,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[29, 58, 54, 13, 47], [6, 102, 82, 5, 6], [34, 56, 101, 0, 10], [22, 111, 43, 9, 16], [33, 40, 71, 32, 25]],[8.0, 8.0, 8.0, 8.0],[60.0, 44.0, 48.0, 64.0]
102.564102564,2000.0,100.0,97.4358974359,42.1052631579,70.6248756219,67.8199004975,73.8308457711,69.4250142323,42.1052631579,59.8527363184,59.0676616915,66.368159204,59.6807009727,0.0164628837875,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[40, 57, 54, 25, 25], [7, 106, 69, 4, 15], [45, 63, 85, 0, 8], [20, 96, 50, 17, 18], [47, 42, 57, 28, 27]],[8.0, 8.0, 8.0, 8.0],[60.0, 48.0, 48.0, 64.0]
112.5,2250.0,100.0,97.5,42.1052631579,70.247761194,70.6248756219,76.7661691542,70.4413257098,42.1052631579,60.6049751244,59.8527363184,69.6517412935,60.4351377441,0.0207853975599,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[40, 45, 61, 27, 28], [10, 91, 77, 10, 13], [31, 67, 82, 1, 20], [16, 110, 53, 13, 9], [41, 43, 68, 21, 28]],[8.0, 8.0, 8.0, 8.0],[64.0, 52.0, 56.00000000000001, 72.0]
