165.0,165.0,100.0,0.0,89.8947368421,86.1562189055,0.0,85.7860696517,90.5472636816,88.6315789474,84.9303482587,0.0,84.5771144279,90.5472636816,0.0021022549832,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[25, 77, 19, 10, 30, 17, 1, 14, 2, 6], [19, 31, 14, 41, 16, 0, 33, 15, 32, 0], [19, 16, 23, 32, 30, 15, 13, 5, 19, 29], [9, 17, 35, 14, 24, 35, 25, 32, 0, 10], [23, 26, 1, 18, 19, 17, 22, 21, 28, 26]],[18.0, 18.0, 19.0, 18.0],[24.0, 25.0, 28.999999999999996, 25.0]
151.515151515,250.0,100.0,100.0,89.8947368421,87.063681592,86.1562189055,86.6865671642,86.7958713893,88.6315789474,85.2218905473,84.9303482587,85.0746268657,85.1969010668,0.000842454897055,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[37, 65, 14, 15, 21, 14, 10, 15, 4, 6], [16, 31, 15, 38, 34, 1, 24, 14, 27, 1], [28, 22, 15, 30, 28, 17, 13, 15, 18, 15], [17, 34, 36, 16, 20, 31, 13, 27, 0, 7], [15, 38, 8, 18, 28, 13, 20, 18, 27, 16]],[18.0, 18.0, 19.0, 18.0],[32.0, 31.0, 39.0, 32.0]
132.0,330.0,100.0,98.0,89.8947368421,87.6278606965,87.063681592,87.8606965174,87.5691195762,88.6315789474,85.5243781095,85.2218905473,86.0995024876,85.6285735502,0.000860778600463,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[22, 46, 12, 13, 21, 22, 27, 21, 6, 11], [19, 28, 14, 33, 29, 1, 45, 6, 23, 3], [30, 29, 10, 17, 33, 26, 12, 12, 16, 16], [16, 27, 28, 21, 22, 34, 16, 33, 1, 3], [14, 43, 19, 8, 21, 12, 26, 26, 19, 13]],[18.0, 18.0, 19.0, 18.0],[39.0, 41.0, 46.0, 36.0]
113.636363636,375.0,100.0,89.3939393939,89.8947368421,88.3223880597,87.6278606965,88.2487562189,88.0988094354,88.6315789474,86.1990049751,85.5243781095,86.4577114428,86.0092571966,0.00105385823767,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[27, 42, 22, 18, 19, 18, 19, 18, 7, 11], [23, 25, 12, 23, 35, 7, 31, 11, 30, 4], [33, 39, 13, 24, 19, 14, 9, 13, 28, 9], [20, 41, 25, 16, 27, 20, 16, 25, 4, 7], [12, 35, 16, 11, 26, 19, 19, 22, 22, 19]],[18.0, 18.0, 19.0, 18.0],[44.0, 45.0, 43.0, 36.0]
108.0,405.0,90.0,88.0,89.8947368421,88.0019900498,88.3223880597,89.1044776119,88.2527660206,88.6315789474,85.576119403,86.1990049751,87.2189054726,86.0265835004,0.00084709594394,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[29, 28, 7, 28, 25, 24, 21, 15, 4, 20], [15, 32, 12, 17, 39, 10, 36, 23, 15, 2], [25, 53, 13, 13, 18, 22, 15, 8, 22, 12], [21, 36, 20, 20, 28, 20, 22, 21, 4, 9], [11, 43, 15, 16, 24, 16, 21, 13, 23, 19]],[18.0, 18.0, 19.0, 18.0],[44.0, 47.0, 45.0, 41.0]
113.580246914,460.0,90.0,92.5925925926,89.8947368421,87.992039801,88.0019900498,88.7412935323,87.8978243113,88.6315789474,85.6626865672,85.576119403,86.8756218905,85.5706541917,0.000826340204021,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[27, 31, 17, 23, 29, 22, 17, 16, 3, 16], [19, 37, 19, 25, 27, 7, 20, 25, 16, 6], [20, 57, 9, 15, 22, 19, 13, 17, 14, 15], [16, 33, 28, 23, 24, 19, 26, 24, 5, 3], [10, 46, 7, 22, 29, 16, 18, 14, 19, 20]],[18.0, 18.0, 19.0, 18.0],[47.0, 49.0, 47.0, 42.0]
108.695652174,500.0,80.0,88.0434782609,89.8947368421,87.9810945274,87.992039801,88.8606965174,87.8022821217,88.6315789474,85.8119402985,85.6626865672,87.0199004975,85.5147149823,0.000793918901402,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[21, 35, 18, 17, 28, 26, 18, 18, 7, 13], [25, 31, 23, 23, 19, 7, 30, 22, 16, 5], [14, 59, 15, 19, 27, 12, 12, 12, 16, 15], [23, 33, 18, 22, 23, 17, 19, 26, 9, 11], [9, 52, 12, 20, 29, 14, 18, 16, 19, 12]],[18.0, 18.0, 19.0, 18.0],[47.0, 53.0, 51.0, 46.0]
96.0,480.0,70.0,83.0,89.8947368421,88.1611940299,87.9810945274,88.8059701493,87.8597064429,88.6315789474,85.9990049751,85.8119402985,86.9303482587,85.6384742952,0.000765315800886,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[12, 35, 22, 19, 28, 27, 19, 17, 6, 16], [25, 30, 21, 26, 16, 7, 27, 14, 24, 11], [18, 60, 15, 18, 35, 12, 10, 14, 10, 9], [10, 33, 22, 18, 24, 18, 22, 26, 16, 12], [12, 41, 12, 19, 27, 15, 23, 18, 23, 11]],[18.0, 18.0, 19.0, 18.0],[51.0, 52.0, 52.0, 46.0]
94.7916666667,455.0,60.0,82.2916666667,89.8947368421,87.5452736318,88.1611940299,88.7711442786,87.8587163684,88.6315789474,85.431840796,85.9990049751,86.8208955224,85.6805524616,0.000760779107909,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[19, 35, 15, 17, 36, 26, 14, 11, 10, 18], [22, 30, 18, 20, 28, 7, 36, 18, 16, 6], [27, 57, 12, 15, 20, 17, 8, 12, 12, 21], [15, 35, 22, 18, 24, 15, 25, 29, 10, 8], [16, 56, 12, 13, 29, 22, 10, 17, 20, 6]],[18.0, 18.0, 19.0, 18.0],[52.0, 53.0, 47.0, 45.0]
106.593406593,485.0,55.0,92.3076923077,89.8947368421,87.9303482587,87.5452736318,88.8756218905,87.5909012153,88.6315789474,85.7184079602,85.431840796,87.0696517413,85.4726368159,0.000881645479735,[[2, 8, 2, 1, 3, 1, 0, 1, 1, 1], [2, 3, 1, 4, 2, 0, 3, 2, 3, 0], [2, 1, 2, 4, 3, 2, 1, 1, 2, 2], [1, 2, 4, 1, 3, 3, 2, 3, 0, 1], [2, 2, 0, 2, 3, 1, 2, 2, 3, 3]],[[14, 32, 21, 18, 34, 25, 12, 12, 11, 22], [16, 20, 28, 18, 25, 8, 37, 23, 21, 5], [16, 48, 16, 15, 27, 25, 12, 12, 18, 12], [14, 40, 21, 16, 28, 15, 17, 27, 16, 7], [16, 57, 10, 19, 25, 14, 12, 15, 24, 9]],[18.0, 18.0, 19.0, 18.0],[54.0, 54.0, 50.0, 46.0]
