380.0,380.0,95.0,0.0,81.1578947368,77.5154228856,0.0,77.5497512438,80.8457711443,72.0526315789,68.8815920398,0.0,68.9353233831,80.8457711443,9.38353005296e-07,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[45, 45, 43, 35, 33], [24, 26, 50, 44, 57], [48, 43, 25, 47, 38], [51, 58, 17, 35, 40], [76, 20, 29, 56, 20], [43, 41, 18, 70, 29], [36, 27, 39, 67, 32], [30, 42, 40, 42, 47], [17, 37, 50, 73, 24], [15, 77, 38, 28, 43]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[92.0, 92.0, 100.0, 92.0, 92.0, 92.0, 92.0, 92.0, 100.0]
157.894736842,600.0,80.0,86.8421052632,81.1578947368,79.4243781095,77.5154228856,79.3706467662,79.1492784832,72.0526315789,70.844278607,68.8815920398,70.7263681592,70.3999900993,1.13745181236e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[50, 42, 28, 48, 33], [38, 44, 35, 51, 33], [35, 40, 39, 35, 52], [35, 51, 36, 44, 35], [45, 42, 50, 46, 18], [41, 33, 34, 66, 27], [38, 33, 57, 44, 29], [30, 49, 43, 44, 35], [36, 32, 45, 48, 40], [26, 57, 39, 38, 41]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[96.0, 100.0, 100.0, 100.0, 92.0, 100.0, 100.0, 92.0, 100.0]
115.0,690.0,55.0,74.1666666667,81.1578947368,79.4258706468,79.4243781095,79.460199005,79.4081829658,72.0526315789,70.5303482587,70.844278607,70.9228855721,70.6284497908,1.22409017821e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[41, 37, 38, 47, 38], [38, 45, 26, 53, 39], [34, 36, 32, 46, 53], [22, 60, 40, 38, 41], [41, 36, 30, 66, 28], [32, 48, 40, 53, 28], [41, 41, 40, 52, 27], [34, 44, 38, 47, 38], [32, 37, 39, 45, 48], [25, 54, 38, 44, 40]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[100.0, 100.0, 100.0, 100.0, 96.0, 100.0, 100.0, 96.0, 96.0]
105.797101449,730.0,30.0,68.115942029,81.1578947368,79.5149253731,79.4258706468,79.8084577114,79.4571916537,72.0526315789,70.7910447761,70.5303482587,71.4278606965,70.6631023985,1.22898086152e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[38, 37, 36, 45, 45], [39, 44, 32, 48, 38], [34, 45, 41, 44, 37], [24, 51, 48, 48, 30], [36, 41, 45, 51, 28], [32, 46, 27, 71, 25], [35, 46, 47, 38, 35], [37, 45, 50, 42, 27], [33, 40, 46, 34, 48], [35, 47, 44, 46, 29]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[100.0, 96.0, 100.0, 96.0, 100.0, 96.0, 92.0, 100.0, 96.0]
89.0410958904,650.0,10.0,61.6438356164,81.1578947368,78.7985074627,79.5149253731,79.8233830846,79.0678448553,72.0526315789,69.6990049751,70.7910447761,71.4502487562,70.1715304077,1.47819817296e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[55, 36, 36, 42, 32], [32, 38, 22, 57, 52], [35, 36, 43, 55, 32], [12, 62, 44, 52, 31], [33, 37, 46, 61, 24], [19, 50, 25, 75, 32], [45, 40, 44, 40, 32], [41, 40, 48, 41, 31], [39, 28, 46, 41, 47], [40, 37, 42, 48, 34]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[100.0, 100.0, 100.0, 88.0, 96.0, 92.0, 96.0, 100.0, 96.0]
102.307692308,665.0,5.0,67.6923076923,81.1578947368,79.3835820896,78.7985074627,80.1094527363,79.1069527982,72.0526315789,70.2696517413,69.6990049751,71.7537313433,69.9237642633,1.58039434598e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[45, 39, 33, 44, 40], [37, 52, 32, 42, 38], [25, 42, 50, 49, 35], [24, 49, 49, 52, 27], [39, 42, 44, 53, 23], [30, 55, 29, 56, 31], [29, 53, 47, 43, 29], [50, 35, 51, 42, 23], [46, 35, 32, 48, 40], [34, 39, 37, 50, 41]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[96.0, 96.0, 100.0, 92.0, 96.0, 96.0, 92.0, 100.0, 96.0]
96.2406015038,640.0,0.0,66.9172932331,81.1578947368,78.8169154229,79.3835820896,79.7313432836,79.2267518131,72.0526315789,69.3860696517,70.2696517413,71.1044776119,69.9566842405,1.66086727289e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[37, 33, 48, 50, 33], [43, 33, 35, 55, 35], [27, 33, 52, 57, 32], [26, 51, 53, 40, 31], [34, 49, 27, 58, 33], [32, 33, 27, 73, 36], [32, 63, 27, 49, 30], [38, 42, 49, 49, 23], [35, 34, 30, 58, 44], [28, 41, 36, 37, 59]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[92.0, 100.0, 96.0, 92.0, 92.0, 96.0, 84.0, 100.0, 96.0]
90.625,580.0,0.0,67.96875,81.1578947368,78.8517412935,78.8169154229,80.3059701493,79.0255191703,72.0526315789,69.3746268657,69.3860696517,71.6940298507,69.4304596421,2.06133465413e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[44, 28, 44, 41, 44], [51, 25, 38, 60, 27], [20, 43, 45, 65, 28], [20, 55, 46, 57, 23], [21, 40, 48, 49, 43], [32, 43, 35, 53, 38], [48, 58, 25, 37, 33], [35, 33, 32, 68, 33], [41, 35, 34, 45, 46], [38, 40, 33, 48, 42]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[92.0, 88.0, 88.0, 88.0, 96.0, 92.0, 80.0, 100.0, 100.0]
96.5517241379,560.0,0.0,76.724137931,81.1578947368,78.2378109453,78.8517412935,80.0373134328,78.4270191332,72.0526315789,68.268159204,69.3746268657,71.2263681592,68.7841885102,2.09975849155e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[38, 28, 41, 55, 39], [50, 23, 36, 64, 28], [23, 51, 42, 64, 21], [22, 48, 43, 58, 30], [25, 41, 54, 44, 37], [29, 55, 25, 57, 35], [47, 64, 21, 30, 39], [25, 46, 24, 73, 33], [31, 37, 39, 50, 44], [29, 53, 39, 55, 25]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[88.0, 88.0, 84.0, 96.0, 96.0, 92.0, 88.0, 100.0, 100.0]
98.2142857143,550.0,0.0,78.5714285714,81.1578947368,78.460199005,78.2378109453,80.3905472637,78.2663795451,72.0526315789,68.723880597,68.268159204,71.6069651741,68.4280092077,2.46663192935e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[39, 35, 40, 47, 40], [47, 23, 41, 68, 22], [26, 50, 56, 49, 20], [33, 36, 45, 54, 33], [22, 65, 44, 35, 35], [26, 60, 24, 54, 37], [32, 69, 30, 33, 37], [36, 44, 25, 68, 28], [35, 45, 34, 42, 45], [31, 51, 42, 50, 27]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[92.0, 88.0, 96.0, 96.0, 92.0, 96.0, 88.0, 100.0, 100.0]
109.090909091,600.0,0.0,83.6363636364,81.1578947368,79.2766169154,78.460199005,79.9228855721,78.7460706418,72.0526315789,68.7815920398,68.723880597,71.0373134328,68.732704636,2.06891521697e-06,[[4, 4, 5, 4, 3], [2, 3, 6, 4, 5], [4, 5, 2, 4, 5], [5, 4, 1, 5, 5], [7, 2, 2, 5, 4], [4, 4, 3, 7, 2], [5, 3, 3, 6, 3], [3, 3, 6, 4, 4], [2, 4, 6, 6, 2], [2, 8, 4, 2, 4]],[[43, 31, 41, 45, 41], [45, 31, 43, 54, 28], [38, 43, 44, 48, 28], [28, 37, 33, 61, 42], [24, 59, 41, 44, 33], [30, 53, 32, 57, 29], [35, 56, 25, 45, 40], [29, 49, 31, 56, 36], [39, 43, 40, 40, 39], [35, 51, 42, 50, 23]],[60.0, 64.0, 56.00000000000001, 64.0, 56.00000000000001, 56.00000000000001, 68.0, 64.0, 56.00000000000001],[96.0, 92.0, 96.0, 96.0, 96.0, 96.0, 92.0, 96.0, 96.0]
