100.0,100.0,100.0,0.0,89.6842105263,85.0825870647,0.0,85.1044776119,93.1343283582,88.2105263158,83.6835820896,0.0,83.7014925373,93.1343283582,0.000913055908103,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[9, 54, 28, 14, 59, 9, 11, 0, 17, 0], [0, 34, 9, 22, 0, 10, 21, 28, 52, 25], [22, 39, 6, 50, 20, 25, 20, 0, 9, 10], [14, 36, 25, 43, 10, 14, 11, 9, 33, 6], [24, 19, 15, 0, 26, 35, 29, 22, 21, 10]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.2338308458,85.0825870647,85.1144278607,84.872651667,88.2105263158,83.7064676617,83.6835820896,83.631840796,83.3964505829,0.00123249342897,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[11, 52, 24, 16, 59, 12, 8, 0, 19, 0], [0, 30, 12, 30, 0, 13, 18, 20, 54, 24], [20, 43, 8, 42, 18, 27, 22, 0, 8, 13], [16, 34, 29, 42, 5, 14, 10, 8, 34, 9], [23, 16, 16, 0, 35, 32, 34, 19, 16, 10]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.6407960199,85.2338308458,85.4029850746,85.3058092621,88.2105263158,84.2855721393,83.7064676617,84.0298507463,83.8598054504,0.000575520441913,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[11, 41, 21, 18, 60, 18, 9, 0, 23, 0], [0, 39, 18, 29, 0, 9, 20, 18, 46, 22], [15, 40, 8, 38, 15, 45, 20, 0, 10, 10], [18, 28, 41, 37, 6, 10, 12, 10, 28, 11], [16, 19, 18, 0, 32, 33, 32, 25, 15, 11]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,84.8845771144,85.6407960199,84.9850746269,85.2879879211,88.2105263158,83.4268656716,84.2855721393,83.5472636816,83.8776267914,0.000777069391112,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[11, 47, 16, 26, 65, 6, 9, 0, 21, 0], [0, 43, 6, 27, 0, 7, 23, 15, 58, 22], [31, 43, 11, 39, 15, 24, 20, 0, 10, 8], [26, 29, 26, 45, 8, 9, 13, 10, 27, 8], [15, 24, 21, 0, 32, 30, 28, 20, 17, 14]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.3044776119,84.8845771144,85.1542288557,84.8825524121,88.2105263158,83.8905472637,83.4268656716,83.7611940299,83.4657557981,0.000716012692186,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[8, 52, 16, 27, 59, 9, 10, 0, 20, 0], [0, 36, 9, 35, 0, 11, 20, 20, 53, 17], [19, 42, 15, 41, 21, 33, 13, 0, 9, 8], [27, 29, 23, 45, 10, 9, 8, 9, 29, 12], [24, 22, 24, 0, 29, 25, 29, 23, 15, 10]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.6368159204,85.3044776119,85.3084577114,85.2909581446,88.2105263158,84.0905472637,83.8905472637,83.8407960199,83.8360436623,0.00125257591863,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[8, 50, 26, 22, 58, 9, 7, 0, 21, 0], [0, 40, 9, 31, 0, 9, 14, 24, 50, 24], [18, 37, 13, 46, 17, 26, 22, 0, 14, 8], [22, 29, 32, 35, 8, 13, 11, 14, 27, 10], [20, 16, 27, 0, 26, 33, 31, 19, 22, 7]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,84.5233830846,85.6368159204,84.9402985075,85.0053216505,88.2105263158,83.3323383085,84.0905472637,83.6169154229,83.6518898047,0.000642287130259,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[13, 54, 24, 21, 58, 5, 10, 0, 16, 0], [0, 29, 5, 30, 0, 10, 20, 20, 69, 18], [17, 43, 11, 42, 14, 28, 21, 0, 16, 9], [21, 39, 20, 43, 4, 12, 6, 16, 30, 10], [18, 20, 27, 0, 33, 24, 35, 22, 12, 10]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.0626865672,84.5233830846,85.0199004975,84.8404742457,88.2105263158,83.455721393,83.3323383085,83.5174129353,83.3895200614,0.000706115646499,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[11, 49, 18, 19, 63, 11, 8, 0, 22, 0], [0, 39, 11, 29, 0, 12, 16, 22, 51, 21], [21, 39, 6, 44, 21, 31, 21, 0, 5, 13], [19, 26, 28, 46, 9, 9, 12, 5, 37, 10], [25, 21, 11, 0, 29, 33, 30, 25, 19, 8]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.1233830846,85.0626865672,85.1243781095,84.8830474493,88.2105263158,83.7562189055,83.455721393,83.7313432836,83.3900150986,0.00144584483108,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[9, 48, 25, 21, 65, 13, 5, 0, 15, 0], [0, 43, 13, 28, 0, 13, 12, 22, 50, 20], [17, 29, 12, 41, 26, 38, 19, 0, 8, 11], [21, 29, 34, 44, 13, 10, 10, 8, 27, 5], [20, 14, 20, 0, 31, 38, 24, 24, 23, 7]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
100.0,100.0,100.0,100.0,89.6842105263,85.5950248756,85.1233830846,85.3333333333,85.3300660875,88.2105263158,84.3631840796,83.7562189055,84.0199004975,84.0528699785,0.000912775186619,[[1, 5, 2, 2, 6, 1, 1, 0, 2, 0], [0, 4, 1, 3, 0, 1, 2, 2, 5, 2], [2, 4, 1, 4, 2, 3, 2, 0, 1, 1], [2, 3, 3, 4, 1, 1, 1, 1, 3, 1], [2, 2, 2, 0, 3, 3, 3, 2, 2, 1]],[[17, 45, 17, 23, 59, 7, 12, 0, 21, 0], [0, 42, 7, 31, 0, 8, 27, 19, 50, 17], [26, 41, 12, 34, 23, 26, 23, 0, 5, 11], [23, 33, 23, 43, 15, 4, 13, 5, 34, 8], [14, 23, 17, 0, 29, 31, 29, 22, 21, 15]],[17.0, 19.0, 17.0, 20.0],[17.0, 19.0, 17.0, 20.0]
