100.0,100.0,100.0,0.0,80.2631578947,76.7261306533,0.0,76.4375,79.85,70.8421052632,67.4914572864,0.0,67.37,79.85,1.10583777752e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[52, 26, 37, 72, 13], [43, 51, 19, 73, 14], [38, 75, 19, 0, 68], [39, 44, 31, 46, 40], [27, 25, 42, 64, 42], [25, 43, 43, 42, 47], [46, 31, 14, 37, 72], [37, 28, 58, 37, 40], [43, 25, 18, 71, 43], [53, 54, 35, 22, 36]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,75.8909547739,76.7261306533,76.115,76.3865,70.8421052632,67.0271356784,67.4914572864,67.1675,67.24275,8.91860676936e-07,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[63, 41, 38, 51, 7], [39, 43, 18, 92, 8], [39, 57, 18, 0, 86], [45, 48, 29, 32, 46], [24, 36, 38, 68, 34], [27, 47, 47, 32, 47], [48, 37, 8, 24, 83], [36, 23, 48, 45, 48], [53, 20, 19, 60, 48], [47, 54, 44, 26, 29]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.4924623116,75.8909547739,76.4225,76.5725,70.8421052632,67.256281407,67.0271356784,67.3025,67.34775,1.02690919753e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[56, 23, 41, 74, 6], [42, 47, 19, 75, 17], [40, 73, 27, 0, 60], [43, 50, 24, 51, 32], [32, 26, 41, 61, 40], [15, 31, 50, 56, 48], [51, 22, 17, 29, 81], [54, 28, 46, 43, 29], [49, 37, 27, 54, 33], [41, 62, 43, 17, 37]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.1492462312,76.4924623116,76.18,76.2485,70.8421052632,66.5477386935,67.256281407,66.92,66.846,1.42923859464e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[54, 37, 45, 61, 3], [43, 49, 13, 87, 8], [34, 73, 17, 0, 76], [49, 49, 28, 42, 32], [25, 30, 44, 55, 46], [23, 41, 44, 51, 41], [51, 29, 8, 35, 77], [46, 31, 54, 35, 34], [45, 29, 23, 56, 47], [45, 63, 32, 18, 42]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.0949748744,76.1492462312,76.155,76.08775,70.8421052632,66.9316582915,66.5477386935,67.0725,66.72125,1.22553831646e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[54, 36, 42, 61, 7], [35, 51, 26, 77, 11], [32, 71, 21, 0, 76], [48, 41, 29, 42, 40], [28, 34, 38, 57, 43], [23, 36, 39, 45, 57], [48, 28, 11, 22, 91], [38, 27, 52, 42, 41], [66, 33, 9, 53, 39], [52, 58, 45, 20, 25]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.4336683417,76.0949748744,76.3475,76.1215,70.8421052632,67.6145728643,66.9316582915,67.5325,67.20425,1.20731655794e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[53, 36, 43, 60, 8], [42, 54, 22, 71, 11], [44, 63, 19, 0, 74], [44, 43, 36, 35, 42], [26, 30, 34, 67, 43], [12, 37, 49, 43, 59], [49, 26, 11, 22, 92], [45, 23, 45, 50, 37], [50, 28, 20, 56, 46], [42, 49, 43, 34, 32]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.0603015075,76.4336683417,76.1525,76.03275,70.8421052632,67.0989949749,67.6145728643,67.1975,67.2395,1.34141083672e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[59, 38, 34, 61, 8], [46, 50, 18, 79, 7], [44, 63, 15, 0, 78], [39, 47, 42, 28, 44], [19, 37, 34, 65, 45], [19, 44, 45, 33, 59], [53, 24, 7, 30, 86], [34, 33, 50, 46, 37], [51, 31, 14, 54, 50], [49, 54, 42, 27, 28]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,75.748241206,76.0603015075,76.025,75.73725,70.8421052632,66.9979899497,67.0989949749,67.12,66.942,1.21303571963e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[61, 37, 39, 51, 12], [39, 65, 16, 73, 7], [38, 73, 15, 0, 74], [35, 45, 39, 33, 48], [25, 41, 33, 66, 35], [25, 40, 49, 40, 46], [54, 27, 7, 23, 89], [27, 33, 56, 45, 39], [56, 23, 13, 64, 44], [48, 66, 40, 24, 22]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.2924623116,75.748241206,76.36,76.07225,70.8421052632,67.0331658291,66.9979899497,67.2675,67.0855,9.73907270734e-07,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[51, 35, 44, 61, 9], [43, 45, 15, 83, 14], [40, 57, 18, 0, 85], [39, 48, 38, 33, 42], [16, 27, 38, 80, 39], [23, 46, 41, 38, 52], [53, 25, 14, 33, 75], [41, 22, 57, 41, 39], [47, 27, 19, 52, 55], [48, 49, 39, 31, 33]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.3512562814,76.2924623116,76.2175,76.3025,70.8421052632,66.9934673367,67.0331658291,67.085,67.00525,1.50498157353e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[60, 27, 46, 59, 8], [37, 49, 25, 80, 9], [29, 75, 23, 0, 73], [43, 45, 31, 45, 36], [28, 29, 44, 58, 41], [26, 32, 50, 35, 57], [43, 27, 9, 34, 87], [43, 24, 56, 38, 39], [53, 31, 19, 57, 40], [51, 51, 42, 22, 34]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
100.0,100.0,100.0,100.0,80.2631578947,76.6743718593,76.3512562814,76.385,76.4265,70.8421052632,67.6798994975,66.9934673367,67.41,67.2445,1.55155547075e-06,[[6, 3, 4, 6, 1], [4, 5, 2, 8, 1], [4, 7, 2, 0, 7], [4, 5, 3, 4, 4], [3, 3, 4, 6, 4], [2, 4, 5, 4, 5], [5, 3, 1, 3, 8], [4, 3, 5, 4, 4], [5, 3, 2, 6, 4], [5, 6, 4, 2, 3]],[[60, 35, 35, 60, 10], [39, 47, 21, 79, 14], [45, 66, 22, 0, 67], [39, 47, 30, 35, 49], [27, 31, 41, 70, 31], [15, 50, 46, 42, 47], [44, 30, 14, 28, 84], [41, 31, 43, 47, 38], [47, 29, 19, 58, 47], [52, 56, 41, 26, 25]],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0],[56.00000000000001, 44.0, 48.0, 56.00000000000001, 68.0, 56.00000000000001, 60.0, 56.00000000000001, 48.0]
