105.0,105.0,100.0,0.0,78.1052631579,74.5850746269,0.0,74.6368159204,74.0298507463,75.4736842105,71.9383084577,0.0,72.07960199,74.0298507463,0.00433903626972,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[52, 51, 62, 12, 24], [55, 54, 0, 69, 23], [32, 18, 39, 59, 53], [82, 66, 13, 30, 10], [40, 24, 59, 60, 18]],[56.00000000000001, 52.0, 60.0, 52.0],[56.00000000000001, 56.00000000000001, 64.0, 56.00000000000001]
100.0,105.0,100.0,100.0,78.1052631579,75.2129353234,74.5850746269,74.7313432836,75.0976460979,75.4736842105,71.9950248756,71.9383084577,71.9154228856,72.191282394,0.0033807543107,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[48, 69, 52, 9, 23], [49, 57, 0, 71, 24], [20, 41, 44, 42, 54], [68, 74, 26, 23, 10], [43, 18, 49, 59, 32]],[56.00000000000001, 52.0, 60.0, 52.0],[56.00000000000001, 56.00000000000001, 64.0, 56.00000000000001]
104.761904762,110.0,100.0,100.0,78.1052631579,75.6885572139,75.2129353234,74.9850746269,75.3154624886,75.4736842105,72.5661691542,71.9950248756,72.1393034826,72.1690057177,0.00341818467899,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[44, 68, 52, 8, 29], [50, 66, 0, 64, 21], [29, 33, 44, 47, 48], [78, 57, 25, 30, 11], [47, 21, 54, 51, 28]],[56.00000000000001, 52.0, 60.0, 52.0],[60.0, 60.0, 64.0, 60.0]
104.545454545,115.0,100.0,100.0,78.1052631579,76.8089552239,75.6885572139,76.07960199,76.5812727408,75.4736842105,72.8547263682,72.5661691542,72.7661691542,73.1783866736,0.00300046824437,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[37, 62, 43, 26, 33], [42, 55, 0, 63, 41], [16, 54, 42, 45, 44], [62, 69, 24, 40, 6], [31, 27, 44, 57, 42]],[56.00000000000001, 52.0, 60.0, 52.0],[60.0, 60.0, 64.0, 60.0]
104.347826087,120.0,100.0,100.0,78.1052631579,74.7980099502,76.8089552239,74.8258706468,76.3812776911,75.4736842105,71.6616915423,72.8547263682,71.8308457711,72.8670082424,0.0042968337707,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[25, 76, 57, 16, 27], [43, 54, 0, 86, 18], [40, 44, 32, 47, 38], [72, 63, 14, 43, 9], [56, 22, 50, 48, 25]],[56.00000000000001, 52.0, 60.0, 52.0],[60.0, 60.0, 64.0, 60.0]
108.333333333,130.0,100.0,100.0,78.1052631579,76.1631840796,74.7980099502,75.8606965174,75.6506027079,75.4736842105,72.4457711443,71.6616915423,72.5024875622,72.2224697408,0.00412722615098,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[38, 54, 58, 17, 34], [39, 48, 0, 72, 42], [37, 49, 38, 47, 30], [67, 60, 15, 54, 5], [46, 20, 47, 64, 24]],[56.00000000000001, 52.0, 60.0, 52.0],[64.0, 64.0, 64.0, 60.0]
103.846153846,135.0,100.0,100.0,78.1052631579,75.8835820896,76.1631840796,75.7711442786,75.8337664909,75.4736842105,72.8905472637,72.4457711443,72.92039801,72.4897898567,0.00455355133818,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[34, 63, 54, 23, 27], [35, 38, 0, 77, 51], [30, 47, 35, 51, 38], [70, 60, 13, 49, 9], [48, 25, 37, 68, 23]],[56.00000000000001, 52.0, 60.0, 52.0],[64.0, 64.0, 64.0, 64.0]
103.703703704,140.0,100.0,100.0,78.1052631579,75.9462686567,75.8835820896,75.6417910448,76.4134551125,75.4736842105,73.0288557214,72.8905472637,72.7960199005,73.315016955,0.00678105472168,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[41, 58, 44, 27, 31], [34, 75, 0, 66, 26], [31, 30, 34, 70, 36], [65, 54, 26, 43, 13], [55, 18, 48, 62, 18]],[56.00000000000001, 52.0, 60.0, 52.0],[64.0, 64.0, 68.0, 68.0]
100.0,140.0,100.0,100.0,78.1052631579,75.9860696517,75.9462686567,75.4228855721,76.4114749635,75.4736842105,73.2049751244,73.0288557214,72.6815920398,73.4273904111,0.00314917119282,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[39, 59, 40, 25, 38], [34, 43, 0, 88, 36], [33, 44, 39, 44, 41], [75, 64, 19, 36, 7], [46, 27, 37, 63, 28]],[56.00000000000001, 52.0, 60.0, 52.0],[64.0, 64.0, 68.0, 68.0]
107.142857143,150.0,100.0,100.0,78.1052631579,76.3164179104,75.9860696517,75.8407960199,76.1797975298,75.4736842105,73.0268656716,73.2049751244,72.776119403,73.1709611148,0.00495972734646,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[45, 64, 33, 30, 29], [27, 62, 0, 80, 32], [24, 51, 49, 48, 29], [62, 57, 28, 37, 17], [40, 23, 45, 68, 25]],[56.00000000000001, 52.0, 60.0, 52.0],[68.0, 64.0, 72.0, 68.0]
103.333333333,155.0,100.0,100.0,78.1052631579,76.9651741294,76.3164179104,76.3034825871,76.7075072399,75.4736842105,72.9323383085,73.0268656716,72.776119403,72.9442340536,0.00406721872448,[[4, 7, 5, 1, 3], [4, 6, 0, 8, 2], [3, 3, 4, 5, 5], [8, 7, 2, 2, 1], [4, 2, 5, 6, 3]],[[40, 63, 48, 26, 24], [35, 70, 1, 60, 35], [32, 42, 47, 44, 36], [50, 64, 32, 46, 9], [55, 24, 46, 55, 21]],[56.00000000000001, 52.0, 60.0, 52.0],[72.0, 68.0, 76.0, 72.0]
