100.0,100.0,100.0,0.0,42.1052631579,40.031840796,0.0,40.0,80.0,42.1052631579,40.031840796,0.0,40.0,80.0,0.0636287678628,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[94, 0, 107, 0, 0], [0, 201, 0, 0, 0], [107, 0, 94, 0, 0], [0, 0, 0, 94, 107], [0, 0, 0, 107, 94]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,39.6736318408,40.031840796,40.0,39.7039677236,42.1052631579,39.6736318408,40.031840796,40.0,39.7039677236,0.080708066435,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[89, 0, 112, 0, 0], [0, 201, 0, 0, 0], [112, 0, 89, 0, 0], [0, 0, 0, 89, 112], [0, 0, 0, 112, 89]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1910447761,39.6736318408,40.0,40.0683151407,42.1052631579,40.1910447761,39.6736318408,40.0,40.0683151407,0.0676618721161,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[102, 0, 99, 0, 0], [0, 201, 0, 0, 0], [99, 0, 102, 0, 0], [0, 0, 0, 102, 99], [0, 0, 0, 99, 102]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.031840796,40.1910447761,40.0,39.9613870944,42.1052631579,40.031840796,40.1910447761,40.0,39.9613870944,0.0663157151406,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[107, 0, 94, 0, 0], [0, 201, 0, 0, 0], [94, 0, 107, 0, 0], [0, 0, 0, 107, 94], [0, 0, 0, 94, 107]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1910447761,40.031840796,40.0,40.0386129056,42.1052631579,40.1910447761,40.031840796,40.0,40.0386129056,0.0480721168298,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[99, 0, 102, 0, 0], [0, 201, 0, 0, 0], [102, 0, 99, 0, 0], [0, 0, 0, 99, 102], [0, 0, 0, 102, 99]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1512437811,40.1910447761,40.0,40.0207915646,42.1052631579,40.1512437811,40.1910447761,40.0,40.0207915646,0.0627493299256,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[104, 0, 97, 0, 0], [0, 201, 0, 0, 0], [97, 0, 104, 0, 0], [0, 0, 0, 104, 97], [0, 0, 0, 97, 104]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.031840796,40.1512437811,40.0,39.9099032202,42.1052631579,40.031840796,40.1512437811,40.0,39.9099032202,0.0545090695873,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[107, 0, 94, 0, 0], [0, 201, 0, 0, 0], [94, 0, 107, 0, 0], [0, 0, 0, 107, 94], [0, 0, 0, 94, 107]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1990049751,40.031840796,40.0,40.0128709685,42.1052631579,40.1990049751,40.031840796,40.0,40.0128709685,0.0642705092522,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[100, 0, 101, 0, 0], [0, 201, 0, 0, 0], [101, 0, 100, 0, 0], [0, 0, 0, 100, 101], [0, 0, 0, 101, 100]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.031840796,40.1990049751,40.0,39.9871290315,42.1052631579,40.031840796,40.1990049751,40.0,39.9871290315,0.0626686647214,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[94, 0, 107, 0, 0], [0, 201, 0, 0, 0], [107, 0, 94, 0, 0], [0, 0, 0, 94, 107], [0, 0, 0, 107, 94]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,39.976119403,40.031840796,40.0,39.8069354719,42.1052631579,39.976119403,40.031840796,40.0,39.8069354719,0.064189325298,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[93, 0, 108, 0, 0], [0, 201, 0, 0, 0], [108, 0, 93, 0, 0], [0, 0, 0, 93, 108], [0, 0, 0, 108, 93]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1990049751,39.976119403,40.0,39.9851488825,42.1052631579,40.1990049751,39.976119403,40.0,39.9851488825,0.0460589068469,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[100, 0, 101, 0, 0], [0, 201, 0, 0, 0], [101, 0, 100, 0, 0], [0, 0, 0, 100, 101], [0, 0, 0, 101, 100]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,39.7611940299,40.1990049751,40.0,39.9792084354,42.1052631579,39.7611940299,40.1990049751,40.0,39.9792084354,0.062662445662,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[90, 0, 111, 0, 0], [0, 201, 0, 0, 0], [111, 0, 90, 0, 0], [0, 0, 0, 90, 111], [0, 0, 0, 111, 90]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1910447761,39.7611940299,40.0,39.9376253063,42.1052631579,40.1910447761,39.7611940299,40.0,39.9376253063,0.0667012768173,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[99, 0, 102, 0, 0], [0, 201, 0, 0, 0], [102, 0, 99, 0, 0], [0, 0, 0, 99, 102], [0, 0, 0, 102, 99]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1910447761,40.1910447761,40.0,40.0089106705,42.1052631579,40.1910447761,40.1910447761,40.0,40.0089106705,0.0588513661349,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[102, 0, 99, 0, 0], [0, 201, 0, 0, 0], [99, 0, 102, 0, 0], [0, 0, 0, 102, 99], [0, 0, 0, 99, 102]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
100.0,100.0,100.0,100.0,42.1052631579,40.1990049751,40.1910447761,40.0,39.9970297765,42.1052631579,40.1990049751,40.1910447761,40.0,39.9970297765,0.0591456229656,[[1, 0, 1, 0, 0], [0, 2, 0, 0, 0], [1, 0, 1, 0, 0], [0, 0, 0, 1, 1], [0, 0, 0, 1, 1]],[[101, 0, 100, 0, 0], [0, 201, 0, 0, 0], [100, 0, 101, 0, 0], [0, 0, 0, 101, 100], [0, 0, 0, 100, 101]],[8.0, 8.0, 8.0, 8.0],[8.0, 8.0, 8.0, 8.0]
