225.0,225.0,100.0,0.0,81.0526315789,76.7313432836,0.0,77.2470978441,70.8126036484,79.649122807,74.6268656716,0.0,75.447761194,70.8126036484,0.0638745096931,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[64, 39, 50, 18, 30], [78, 54, 29, 19, 21], [34, 52, 49, 44, 22]],[60.0, 48.0],[80.0, 76.0]
133.333333333,300.0,100.0,100.0,81.0526315789,75.8540630182,76.7313432836,77.8772802653,76.7414997979,79.649122807,74.0016583748,74.6268656716,75.903814262,74.6639934655,0.0670945017175,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[51, 48, 50, 26, 26], [96, 38, 37, 17, 13], [49, 43, 47, 24, 38]],[60.0, 48.0],[84.0, 92.0]
120.0,360.0,85.0,88.3333333333,81.0526315789,75.9784411277,75.8540630182,77.8109452736,76.3190680099,79.649122807,74.1741293532,74.0016583748,75.7960199005,74.3471696245,0.0651960041339,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[64, 42, 48, 19, 28], [72, 42, 61, 12, 14], [66, 35, 48, 23, 29]],[60.0, 48.0],[84.0, 92.0]
91.6666666667,330.0,80.0,84.7222222222,81.0526315789,75.5074626866,75.9784411277,77.6285240464,75.6235406714,79.649122807,73.6749585406,74.1741293532,75.5223880597,73.7886025923,0.0678773215273,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[72, 36, 34, 28, 31], [72, 47, 64, 5, 13], [58, 43, 52, 22, 26]],[60.0, 48.0],[80.0, 88.0]
96.9696969697,320.0,65.0,90.9090909091,81.0526315789,75.7943615257,75.5074626866,77.960199005,75.6086895539,79.649122807,73.7943615257,73.6749585406,75.8208955224,73.5914127538,0.0620464861692,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[64, 42, 39, 34, 22], [85, 39, 58, 8, 11], [44, 43, 53, 27, 34]],[60.0, 48.0],[84.0, 84.0]
98.4375,315.0,75.0,87.5,81.0526315789,74.5854063018,75.7943615257,77.7777777778,75.0385716525,79.649122807,72.3018242123,73.7943615257,75.447761194,72.8785591116,0.0644180803888,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[70, 38, 36, 31, 26], [78, 38, 73, 6, 6], [50, 47, 56, 19, 29]],[60.0, 48.0],[76.0, 76.0]
98.4126984127,310.0,80.0,93.6507936508,81.0526315789,74.8689883914,74.5854063018,77.7943615257,74.725873122,79.649122807,72.3217247098,72.3018242123,75.6218905473,72.2919399685,0.0749767496406,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[57, 36, 49, 28, 31], [82, 39, 66, 7, 7], [62, 30, 58, 18, 33]],[60.0, 48.0],[76.0, 76.0]
103.225806452,320.0,75.0,91.935483871,81.0526315789,74.5174129353,74.8689883914,77.71973466,74.534458718,79.649122807,72.3731343284,72.3217247098,75.7213930348,72.2185094428,0.072067459298,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[58, 36, 52, 23, 32], [80, 40, 67, 7, 7], [74, 35, 45, 24, 23]],[60.0, 48.0],[84.0, 76.0]
100.0,320.0,60.0,90.625,81.0526315789,73.6616915423,74.5174129353,77.3300165837,74.3875976667,79.649122807,71.9950248756,72.3731343284,75.6135986733,72.4932551174,0.0699070105297,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[67, 25, 54, 29, 26], [99, 36, 52, 3, 11], [52, 36, 58, 25, 30]],[60.0, 48.0],[84.0, 72.0]
100.0,320.0,70.0,92.1875,81.0526315789,74.1393034826,73.6616915423,78.1260364842,74.1879326419,79.649122807,72.4444444444,71.9950248756,76.5422885572,72.4676781928,0.0659536912655,[[6, 4, 4, 1, 5], [6, 6, 3, 3, 2], [4, 4, 6, 4, 2]],[[66, 36, 48, 36, 15], [77, 36, 77, 4, 7], [60, 30, 55, 29, 27]],[60.0, 48.0],[80.0, 72.0]
